Annual Income ($),Spending Score (1-100),Cluster,Segment
0.9335961763188646,0.56,3,Affluent Moderates
0.5938602124501248,0.85,4,Active Spenders
0.2816648594018128,0.98,7,High-Engagement Budget
0.8857475233452998,0.75,6,Premium Customers
0.4567256571951951,0.02,5,Budget-Conscious
0.2772010906755661,0.25,5,Budget-Conscious
0.7817911924789708,0.14,2,High-Income Savers
0.7892448440312885,0.52,3,Affluent Moderates
0.5384736858728036,0.31,1,Mid-Market Moderates
0.9391600955920284,0.16,2,High-Income Savers
0.4410498278711823,0.41,1,Mid-Market Moderates
0.9726120416478043,0.77,6,Premium Customers
0.3700611662648573,0.88,7,High-Engagement Budget
0.3086685546443197,0.51,0,Budget Moderates
0.5152231357975302,0.4,1,Mid-Market Moderates
0.3406097676524156,0.29,5,Budget-Conscious
0.3779201364397233,0.87,7,High-Engagement Budget
0.4030393632812911,0.85,7,High-Engagement Budget
0.6651962900186341,0.2,2,High-Income Savers
0.8106740922442018,0.32,2,High-Income Savers
0.3669975891437775,0.78,7,High-Engagement Budget
0.4488245759946098,0.68,7,High-Engagement Budget
0.8204491140892964,0.31,2,High-Income Savers
0.523340036004927,0.72,4,Active Spenders
0.7656679335066904,0.5700000000000001,3,Affluent Moderates
0.6213534483666185,0.77,4,Active Spenders
0.3882583932538136,0.8300000000000001,7,High-Engagement Budget
0.4741806773558487,0.17,5,Budget-Conscious
0.3944118668870477,0.12,5,Budget-Conscious
0.5335045848379252,0.36,1,Mid-Market Moderates
0.4945255666564898,0.81,4,Active Spenders
0.7086706601956057,0.23,2,High-Income Savers
0.5361681072146715,0.7000000000000001,4,Active Spenders
0.8711771084464189,0.47,3,Affluent Moderates
0.7155242296314233,0.74,6,Premium Customers
0.544053396780612,0.2,5,Budget-Conscious
0.3958173223704296,0.79,7,High-Engagement Budget
0.647893922326213,0.44,1,Mid-Market Moderates
0.3889163780306778,0.3,5,Budget-Conscious
0.4799604156358238,0.61,1,Mid-Market Moderates
0.4539305378630759,0.52,1,Mid-Market Moderates
0.5074378599176729,0.04,5,Budget-Conscious
0.4400549548885636,0.12,5,Budget-Conscious
0.4344541884678956,0.5,1,Mid-Market Moderates
0.4854716961268384,0.08,5,Budget-Conscious
0.7919188941644646,0.27,2,High-Income Savers
0.7848179224525461,0.8300000000000001,6,Premium Customers
0.5980028846052617,0.42,1,Mid-Market Moderates
0.4940360259825028,0.8200000000000001,4,Active Spenders
0.6226115152599829,0.92,4,Active Spenders
0.4978365460536705,0.9,4,Active Spenders
0.6803931064250898,0.7000000000000001,4,Active Spenders
0.3704349016181161,0.1,5,Budget-Conscious
0.4084769494772969,0.66,7,High-Engagement Budget
0.598539800183183,0.97,4,Active Spenders
0.998410308779096,0.08,2,High-Income Savers
0.7536820828113321,0.58,3,Affluent Moderates
0.9205996610062428,0.14,2,High-Income Savers
0.6389137460915704,0.19,2,High-Income Savers
0.8151483887268783,0.13,2,High-Income Savers
0.8471948792992725,0.51,3,Affluent Moderates
0.6293334877404276,0.35,1,Mid-Market Moderates
0.9850874330171496,0.33,3,Affluent Moderates
0.5130596818512007,0.22,5,Budget-Conscious
0.8440681356396138,0.77,6,Premium Customers
0.9402707738953752,0.94,6,Premium Customers
0.8958489056397191,0.8,6,Premium Customers
0.8738406308231652,0.4,3,Affluent Moderates
0.4831924368597808,0.8300000000000001,4,Active Spenders
0.9952519818501478,0.86,6,Premium Customers
0.8038836893469632,0.15,2,High-Income Savers
0.8345826270963395,0.98,6,Premium Customers
0.7067440807689473,0.94,4,Active Spenders
0.7802962510659353,0.28,2,High-Income Savers
0.9036868203017254,0.81,6,Premium Customers
0.9972206723025256,0.38,3,Affluent Moderates
0.561303125690884,0.53,1,Mid-Market Moderates
0.4268163011780559,0.48,1,Mid-Market Moderates
0.7830492593723352,0.52,3,Affluent Moderates
0.6192321054460084,0.95,4,Active Spenders
0.8397833387726741,0.37,3,Affluent Moderates
0.4186151789192205,0.06,5,Budget-Conscious
0.5338309452872498,0.64,1,Mid-Market Moderates
0.5764946782191247,0.72,4,Active Spenders
0.8257972143556487,0.7000000000000001,6,Premium Customers
0.8278922378851843,0.58,3,Affluent Moderates
0.7628201753924221,0.84,6,Premium Customers
0.3114268268289344,1.0,7,High-Engagement Budget
0.494757177297946,0.49,1,Mid-Market Moderates
0.3069788497373324,0.45,0,Budget Moderates
0.9516354869613736,0.88,6,Premium Customers
0.4454399023024203,0.45,1,Mid-Market Moderates
0.4878246496889047,0.59,1,Mid-Market Moderates
0.4608683293503321,0.94,4,Active Spenders
0.3904429027130028,0.79,7,High-Engagement Budget
0.9518723614810448,0.33,3,Affluent Moderates
0.7232410750944865,0.33,2,High-Income Savers
0.5061429458768042,1.0,4,Active Spenders
0.9078979228736564,0.6900000000000001,6,Premium Customers
0.3155905544969311,0.37,0,Budget Moderates
0.5908176908419046,0.95,4,Active Spenders
0.7668365144704011,0.35,3,Affluent Moderates
0.7172823649552044,0.49,3,Affluent Moderates
0.3941012980723677,0.12,5,Budget-Conscious
0.5759998736669228,0.46,1,Mid-Market Moderates
0.6633276132523398,0.5700000000000001,1,Mid-Market Moderates
0.8261709497089075,0.66,3,Affluent Moderates
0.6694179203469949,0.68,4,Active Spenders
0.599208312716477,0.22,5,Budget-Conscious
0.6948582437596723,0.02,2,High-Income Savers
0.901823407413646,0.78,6,Premium Customers
0.4861454725383473,0.87,4,Active Spenders
0.3210018213018623,0.03,5,Budget-Conscious
0.2723635865960605,0.33,0,Budget Moderates
0.7296366871256066,0.71,6,Premium Customers
0.8323402149767862,0.84,6,Premium Customers
0.8668291450409003,0.65,3,Affluent Moderates
0.9100297935506964,0.27,2,High-Income Savers
0.3690978765515281,0.93,7,High-Engagement Budget
0.6000715887437228,0.26,2,High-Income Savers
0.6001400191605166,0.4,1,Mid-Market Moderates
0.3014359859770284,0.89,7,High-Engagement Budget
0.687446703233074,0.02,2,High-Income Savers
0.6400717992988514,0.07,2,High-Income Savers
0.5432848705612346,1.0,4,Active Spenders
0.3490372366744922,0.08,5,Budget-Conscious
0.7439754913830313,0.93,6,Premium Customers
0.8087001379136092,0.76,6,Premium Customers
0.3448893006411404,0.71,7,High-Engagement Budget
0.80651562845442,0.8300000000000001,6,Premium Customers
0.4883194542411067,0.75,4,Active Spenders
0.696647962352743,0.1,2,High-Income Savers
0.9794445555707624,0.49,3,Affluent Moderates
0.2832071757187825,0.32,0,Budget Moderates
0.546069462136924,0.62,1,Mid-Market Moderates
0.2660890437638835,0.34,0,Budget Moderates
0.7666733342457389,0.21,2,High-Income Savers
0.451309126512049,0.37,1,Mid-Market Moderates
0.5261246275806163,0.2,5,Budget-Conscious
0.4380599450451114,0.21,5,Budget-Conscious
0.3864212997568088,0.5,1,Mid-Market Moderates
0.3385200080010949,0.43,0,Budget Moderates
0.3150115278932906,0.79,7,High-Engagement Budget
0.3568225125543495,0.01,5,Budget-Conscious
0.9098139745438848,0.04,2,High-Income Savers
0.7660416688599492,0.61,3,Affluent Moderates
0.9148988808994916,0.42,3,Affluent Moderates
0.977996989061661,0.6900000000000001,6,Premium Customers
0.6305073325823534,0.71,4,Active Spenders
0.8348300293724404,0.86,6,Premium Customers
0.6217798225020266,0.52,1,Mid-Market Moderates
0.5261983218756251,0.11,5,Budget-Conscious
0.6356238222072493,0.27,2,High-Income Savers
0.9981892258940696,0.53,3,Affluent Moderates
0.6606693547538084,0.06,2,High-Income Savers
0.5358575383999915,0.49,1,Mid-Market Moderates
0.4890879804604841,0.74,4,Active Spenders
0.8551959741859412,0.59,3,Affluent Moderates
0.8623180014107193,0.27,2,High-Income Savers
0.28336509206523,0.56,0,Budget Moderates
0.7379430869487403,0.49,3,Affluent Moderates
0.6623853790518702,0.6900000000000001,4,Active Spenders
0.5313253392569509,0.27,5,Budget-Conscious
0.8878583385094803,0.37,3,Affluent Moderates
0.9311010980449956,0.1,2,High-Income Savers
0.5852063966648068,0.28,5,Budget-Conscious
0.6702759324960258,0.97,4,Active Spenders
0.7848600334782654,0.03,2,High-Income Savers
0.8827786960320886,0.31,2,High-Income Savers
0.966174318590965,0.85,6,Premium Customers
0.2652784065187867,0.46,0,Budget Moderates
0.3345563077052649,0.03,5,Budget-Conscious
0.4625790897701791,0.55,1,Mid-Market Moderates
0.2928506006085043,0.53,0,Budget Moderates
0.6217166559634476,0.26,2,High-Income Savers
0.6811247854969628,0.36,1,Mid-Market Moderates
0.3296661648436101,0.64,7,High-Engagement Budget
0.2721425037110341,0.17,5,Budget-Conscious
0.5622664154042132,0.49,1,Mid-Market Moderates
0.4895406739869666,0.67,1,Mid-Market Moderates
0.7587775169233685,0.71,6,Premium Customers
0.5336940844536621,0.9,4,Active Spenders
0.9030709465505806,0.78,6,Premium Customers
0.823091580953183,0.6,3,Affluent Moderates
0.757524713908219,0.22,2,High-Income Savers
0.5609662374851295,0.84,4,Active Spenders
0.9106983060839904,0.25,2,High-Income Savers
0.2855759209154936,0.29,0,Budget Moderates
0.5506016612799646,0.5700000000000001,1,Mid-Market Moderates
0.2645098802994093,0.54,0,Budget Moderates
0.4908145325149757,0.84,4,Active Spenders
0.8255813953488372,0.38,3,Affluent Moderates
0.3753408361144156,0.39,0,Budget Moderates
0.4525619295271984,0.73,7,High-Engagement Budget
0.9901723393727564,0.52,3,Affluent Moderates
0.433390885068483,0.35,1,Mid-Market Moderates
0.6580689989156411,0.25,2,High-Income Savers
0.7838335772263573,0.1,2,High-Income Savers
0.3064471980376262,0.7000000000000001,7,High-Engagement Budget
0.4027972248834051,0.29,5,Budget-Conscious
0.6198900902228726,0.42,1,Mid-Market Moderates
0.6063145483066104,0.93,4,Active Spenders
0.2855706570372788,0.07,5,Budget-Conscious
0.5923442155242296,0.24,5,Budget-Conscious
0.5653878951856569,0.02,5,Budget-Conscious
0.4463400254771705,0.23,5,Budget-Conscious
0.3524271742448966,0.79,7,High-Engagement Budget
0.8078210702517187,0.11,2,High-Income Savers
0.9380967921926158,0.17,2,High-Income Savers
0.8004726962636992,0.42,3,Affluent Moderates
0.6993588596334235,0.17,2,High-Income Savers
0.777574826028825,0.86,6,Premium Customers
0.9102035015317884,0.29,2,High-Income Savers
0.7821807194668744,0.29,2,High-Income Savers
0.3262867550296356,0.77,7,High-Engagement Budget
0.48141324602314,0.13,5,Budget-Conscious
0.8751039615947445,0.84,6,Premium Customers
0.7396591112468022,0.5,3,Affluent Moderates
0.7801488624759177,0.36,3,Affluent Moderates
0.7044227104761704,0.78,4,Active Spenders
0.9234105719730068,0.32,3,Affluent Moderates
0.6397085917020223,0.92,4,Active Spenders
0.9968153536799772,0.6900000000000001,6,Premium Customers
0.4253634707907398,0.26,5,Budget-Conscious
0.3028572330950551,0.84,7,High-Engagement Budget
0.860691463042311,0.51,3,Affluent Moderates
0.3994441344605051,0.5700000000000001,1,Mid-Market Moderates
0.8304241633065577,0.52,3,Affluent Moderates
0.9728331245328308,0.44,3,Affluent Moderates
0.98567698737722,0.51,3,Affluent Moderates
0.4301535999663111,0.36,1,Mid-Market Moderates
0.7896817459231263,0.37,3,Affluent Moderates
0.2813648183435628,0.73,7,High-Engagement Budget
0.7936085990714519,0.42,3,Affluent Moderates
0.813037573562698,0.71,6,Premium Customers
0.2981829092402118,0.12,5,Budget-Conscious
0.6183846210534073,0.48,1,Mid-Market Moderates
0.4194100245296724,0.09,5,Budget-Conscious
0.6146051564950993,0.28,2,High-Income Savers
0.9511933211913208,0.21,2,High-Income Savers
0.6458673292134713,1.0,4,Active Spenders
0.8914167201827619,0.55,3,Affluent Moderates
0.4904671165527914,0.25,5,Budget-Conscious
0.3992809542358428,0.4,1,Mid-Market Moderates
0.6283070314885194,0.58,1,Mid-Market Moderates
0.4292429490351311,0.36,1,Mid-Market Moderates
0.3546380030951603,0.75,7,High-Engagement Budget
0.5774632318106688,0.61,1,Mid-Market Moderates
0.8774727067914556,0.39,3,Affluent Moderates
0.657890027056334,0.34,1,Mid-Market Moderates
0.7726109888721614,0.8300000000000001,6,Premium Customers
0.7766747028540747,0.45,3,Affluent Moderates
0.61913735563814,0.6,1,Mid-Market Moderates
0.4492772695210923,0.5700000000000001,1,Mid-Market Moderates
0.9181888047838124,0.08,2,High-Income Savers
0.3726141471990903,0.68,7,High-Engagement Budget
0.3972806805141756,0.63,1,Mid-Market Moderates
0.4741806773558487,0.49,1,Mid-Market Moderates
0.975859854506406,0.54,3,Affluent Moderates
0.8849105667091286,0.6900000000000001,6,Premium Customers
0.9718593070630718,0.38,3,Affluent Moderates
0.9293429627212144,0.45,3,Affluent Moderates
0.4022761009401286,0.21,5,Budget-Conscious
0.8645814690431322,0.51,3,Affluent Moderates
0.5747523345299883,0.38,1,Mid-Market Moderates
0.6998378725509806,0.26,2,High-Income Savers
0.8664238264183519,0.32,2,High-Income Savers
0.9825291882047016,0.32,3,Affluent Moderates
0.5888121532420225,0.86,4,Active Spenders
0.6418036152315579,0.41,1,Mid-Market Moderates
0.7529819870087485,0.42,3,Affluent Moderates
0.6935054270584395,0.23,2,High-Income Savers
0.7516870729678797,0.23,2,High-Income Savers
0.7512764904671165,0.46,3,Affluent Moderates
0.816695968922063,0.16,2,High-Income Savers
0.8085685409582364,0.48,3,Affluent Moderates
0.7590091275648246,0.34,2,High-Income Savers
0.9167517660311412,0.22,2,High-Income Savers
0.3876425195026687,0.5,1,Mid-Market Moderates
0.8965384736858728,0.46,3,Affluent Moderates
0.744054449556255,0.1,2,High-Income Savers
0.8812311158369039,0.09,2,High-Income Savers
0.3068261972691,0.49,0,Budget Moderates
0.4200627454283217,0.77,7,High-Engagement Budget
0.7691473570067483,0.52,3,Affluent Moderates
0.3018149852085022,0.14,5,Budget-Conscious
0.5978449682588144,0.06,5,Budget-Conscious
0.6456567740848748,0.65,1,Mid-Market Moderates
0.7992462126396244,0.13,2,High-Income Savers
0.978554960152442,0.8,6,Premium Customers
0.4949572046701127,0.98,4,Active Spenders
0.8279554044237633,0.22,2,High-Income Savers
0.9264215103119374,0.42,3,Affluent Moderates
0.5369997999726278,0.37,1,Mid-Market Moderates
0.4100666406982008,0.67,7,High-Engagement Budget
0.4271005506016612,0.86,7,High-Engagement Budget
0.675134492088391,0.48,1,Mid-Market Moderates
0.3288607914767283,0.24,5,Budget-Conscious
0.436133365618453,0.75,7,High-Engagement Budget
0.312063756092939,0.38,0,Budget Moderates
0.7452598776674703,0.92,6,Premium Customers
0.9020286986640276,0.9,6,Premium Customers
0.4120248033941486,0.65,7,High-Engagement Budget
0.4034552096602692,0.61,1,Mid-Market Moderates
0.4122037752534557,0.66,7,High-Engagement Budget
0.4156937265099434,0.89,7,High-Engagement Budget
0.3449314116668596,0.73,7,High-Engagement Budget
0.495852063966648,0.71,4,Active Spenders
0.7143345931548527,0.48,3,Affluent Moderates
0.6873203701559161,0.31,2,High-Income Savers
0.801704443765989,0.68,6,Premium Customers
0.761062040068641,0.89,6,Premium Customers
0.4910566709128617,0.6,1,Mid-Market Moderates
0.4642319475296619,0.03,5,Budget-Conscious
0.3282659732384431,0.81,7,High-Engagement Budget
0.3913693452788276,0.39,0,Budget Moderates
0.7585406424036973,0.42,3,Affluent Moderates
0.3975175550338467,0.17,5,Budget-Conscious
0.8473791150367945,0.62,3,Affluent Moderates
0.5416741238274712,0.28,5,Budget-Conscious
0.9185520123806415,0.37,3,Affluent Moderates
0.8299083032414962,0.5700000000000001,3,Affluent Moderates
0.6231642224725489,0.08,2,High-Income Savers
0.6130470485434849,1.0,4,Active Spenders
0.8486003347826544,0.14,2,High-Income Savers
0.9085506437723057,0.5,3,Affluent Moderates
0.880194131828566,0.94,6,Premium Customers
0.3665975343994441,0.19,5,Budget-Conscious
0.6327971196058407,0.46,1,Mid-Market Moderates
0.949608893848632,0.23,2,High-Income Savers
0.5987082442860602,0.93,4,Active Spenders
0.5880646825355048,0.41,1,Mid-Market Moderates
0.3306136629222946,0.2,5,Budget-Conscious
0.3557434175202922,0.13,5,Budget-Conscious
0.5081905945024056,0.6,1,Mid-Market Moderates
0.4719961678966595,0.6900000000000001,4,Active Spenders
0.52101866571215,0.65,1,Mid-Market Moderates
0.6579742491077726,0.17,2,High-Income Savers
0.9953519955362312,0.12,2,High-Income Savers
0.8098055523387411,0.03,2,High-Income Savers
0.5596239485403266,0.16,5,Budget-Conscious
0.3311032035962816,0.6,0,Budget Moderates
0.7875709307589459,0.78,6,Premium Customers
0.3793571751923947,0.97,7,High-Engagement Budget
0.4283059787128764,0.87,7,High-Engagement Budget
0.6241643593333824,0.1,2,High-Income Savers
0.4336488151010138,0.97,4,Active Spenders
0.6041668859949256,0.55,1,Mid-Market Moderates
0.7664048764567782,0.81,6,Premium Customers
0.8531272700474801,0.86,6,Premium Customers
0.9099771547685472,0.11,2,High-Income Savers
0.9588785833850948,0.06,2,High-Income Savers
0.3761935843852316,0.81,7,High-Engagement Budget
0.4504195310937286,0.01,5,Budget-Conscious
0.2992567403960542,0.72,7,High-Engagement Budget
0.6147262256940423,0.73,4,Active Spenders
0.35679092928506,0.01,5,Budget-Conscious
0.3692715845326202,0.29,5,Budget-Conscious
0.9783496689020602,0.8200000000000001,6,Premium Customers
0.8558802783538799,0.17,2,High-Income Savers
0.4216261172581511,0.54,1,Mid-Market Moderates
0.9727699579942518,0.08,2,High-Income Savers
0.3100845378841315,0.37,0,Budget Moderates
0.7685841220377525,0.6900000000000001,6,Premium Customers
0.7115394738227336,0.39,3,Affluent Moderates
0.6013665027845916,0.64,1,Mid-Market Moderates
0.8275185025319254,0.52,3,Affluent Moderates
0.6781664859401813,0.23,2,High-Income Savers
0.2693315927442702,0.24,5,Budget-Conscious
0.6849253055681304,0.36,1,Mid-Market Moderates
0.4580310989924936,0.71,7,High-Engagement Budget
0.586285491698864,0.93,4,Active Spenders
0.4406076621011296,0.8200000000000001,7,High-Engagement Budget
0.4766862833861475,0.49,1,Mid-Market Moderates
0.9861507364165624,0.14,2,High-Income Savers
0.5852063966648068,0.48,1,Mid-Market Moderates
0.3393148536115468,0.63,7,High-Engagement Budget
0.5770158021624011,0.97,4,Active Spenders
0.9967521871413982,0.04,2,High-Income Savers
0.6366923894848768,0.79,4,Active Spenders
0.8890585027424805,0.54,3,Affluent Moderates
0.6865728994493984,0.52,1,Mid-Market Moderates
0.8479634055186499,0.56,3,Affluent Moderates
0.3684083085053744,0.02,5,Budget-Conscious
0.893290660827271,0.98,6,Premium Customers
0.9838030467327108,0.49,3,Affluent Moderates
0.5740838219966943,0.41,1,Mid-Market Moderates
0.992872708897007,0.3,2,High-Income Savers
0.5720519650057376,0.5700000000000001,1,Mid-Market Moderates
0.9348700348468736,0.34,3,Affluent Moderates
0.4598787202459283,0.03,5,Budget-Conscious
0.5049585732784486,0.23,5,Budget-Conscious
0.5115700043163801,0.87,4,Active Spenders
0.5465905860802004,0.17,5,Budget-Conscious
0.6804088980597345,0.11,2,High-Income Savers
0.7958141640435007,0.19,2,High-Income Savers
0.9344015496857464,0.62,3,Affluent Moderates
0.7374640740311832,0.51,3,Affluent Moderates
0.3554960152441913,0.97,7,High-Engagement Budget
0.701338077842231,0.61,3,Affluent Moderates
0.4630896859570256,0.05,5,Budget-Conscious
0.8651183846210534,0.23,2,High-Income Savers
0.2900870645456747,0.53,0,Budget Moderates
0.3559065977449545,0.4,0,Budget Moderates
0.9754282164927832,0.47,3,Affluent Moderates
0.8147799172518344,0.84,6,Premium Customers
0.577758008990704,0.96,4,Active Spenders
0.6030877909608683,0.51,1,Mid-Market Moderates
0.6879730910545654,0.93,4,Active Spenders
0.6101677071599271,0.24,2,High-Income Savers
0.3674923936959794,0.53,0,Budget Moderates
0.6219851137524082,0.74,4,Active Spenders
0.2978460210344573,0.65,7,High-Engagement Budget
0.9782549190941918,0.36,3,Affluent Moderates
0.9044658742775328,0.22,2,High-Income Savers
0.4104561676861044,0.95,7,High-Engagement Budget
0.3490582921873519,0.75,7,High-Engagement Budget
0.4307905292303157,0.11,5,Budget-Conscious
0.2932611831092676,0.05,5,Budget-Conscious
0.833456157158348,0.45,3,Affluent Moderates
0.390858749091981,0.45,1,Mid-Market Moderates
0.6296914314590417,0.03,2,High-Income Savers
0.6829513512375377,0.06,2,High-Income Savers
0.53168854685378,0.6,1,Mid-Market Moderates
0.4607419962731742,0.49,1,Mid-Market Moderates
0.7982566035352205,0.98,6,Premium Customers
0.3244496615326308,0.67,7,High-Engagement Budget
0.8667449229894617,0.59,3,Affluent Moderates
0.6612641729920936,0.62,1,Mid-Market Moderates
0.5477275837746217,0.22,5,Budget-Conscious
0.4397180666828092,0.56,1,Mid-Market Moderates
0.8750934338383147,0.13,2,High-Income Savers
0.5310726731026351,0.6,1,Mid-Market Moderates
0.2946297914451451,0.8300000000000001,7,High-Engagement Budget
0.7068440944550307,0.39,3,Affluent Moderates
0.5614926253066209,0.22,5,Budget-Conscious
0.7673523745354627,0.94,6,Premium Customers
0.6277648520323833,0.91,4,Active Spenders
0.7904976470464379,0.59,3,Affluent Moderates
0.2919978523376883,0.51,0,Budget Moderates
0.5233505637613568,0.8200000000000001,4,Active Spenders
0.7696895364628844,0.25,2,High-Income Savers
0.4434185730678935,0.31,5,Budget-Conscious
0.3002095023529535,0.75,7,High-Engagement Budget
0.4674902881446934,0.52,1,Mid-Market Moderates
0.8812784907408382,0.38,3,Affluent Moderates
0.5361049406760925,0.17,5,Budget-Conscious
0.6004032130712623,0.87,4,Active Spenders
0.7761535789107983,0.16,2,High-Income Savers
0.4371282386010717,0.76,7,High-Engagement Budget
0.8895427795382526,0.81,6,Premium Customers
0.3888268921010243,0.65,7,High-Engagement Budget
0.8726036194426605,0.51,3,Affluent Moderates
0.9381125838272604,0.38,3,Affluent Moderates
0.8559697642835336,0.98,6,Premium Customers
0.525714045079853,0.53,1,Mid-Market Moderates
0.750450061587375,0.77,6,Premium Customers
0.5865223662185352,0.8,4,Active Spenders
0.9887721477675891,0.38,3,Affluent Moderates
0.9049712065861644,0.5,3,Affluent Moderates
0.6069198943013254,0.87,4,Active Spenders
0.4954835924916041,0.27,5,Budget-Conscious
0.90737679893038,0.39,3,Affluent Moderates
0.7716687546716919,0.31,2,High-Income Savers
0.3371882468127217,0.44,0,Budget Moderates
0.8610915177866445,0.49,3,Affluent Moderates
0.4905197553349406,0.8300000000000001,4,Active Spenders
0.7883394569783233,0.01,2,High-Income Savers
0.6149367808226389,0.84,4,Active Spenders
0.5755840272879447,0.37,1,Mid-Market Moderates
0.5873803783675661,0.99,4,Active Spenders
0.8771937212460652,0.66,3,Affluent Moderates
0.9541832040173918,0.56,3,Affluent Moderates
0.3432417067598723,0.81,7,High-Engagement Budget
0.5903228862897028,0.21,5,Budget-Conscious
0.5524598102898292,0.5700000000000001,1,Mid-Market Moderates
0.7317264467769273,0.24,2,High-Income Savers
0.3575015528440733,0.8200000000000001,7,High-Engagement Budget
0.5262983355617085,0.88,4,Active Spenders
0.6902102392959036,0.4,3,Affluent Moderates
0.9116510680408898,0.37,3,Affluent Moderates
0.64594102350848,0.21,2,High-Income Savers
0.2936822933664607,0.3,0,Budget Moderates
0.3889584890563972,0.45,1,Mid-Market Moderates
0.4149041447777064,0.46,1,Mid-Market Moderates
0.8026098308189541,0.12,2,High-Income Savers
0.8012991251434407,0.87,6,Premium Customers
0.6194479244528198,0.18,2,High-Income Savers
0.7710160337730426,0.87,6,Premium Customers
0.3476844199732595,0.75,7,High-Engagement Budget
0.8544958783833577,0.72,6,Premium Customers
0.8738985334835293,0.71,6,Premium Customers
0.3547748639287481,0.81,7,High-Engagement Budget
0.3882636571320286,0.7000000000000001,7,High-Engagement Budget
0.8821101834987946,0.66,3,Affluent Moderates
0.6857096234221525,0.45,1,Mid-Market Moderates
0.4992577931716971,0.95,4,Active Spenders
0.8179856190847168,0.01,2,High-Income Savers
0.7264836240748733,0.16,2,High-Income Savers
0.780559444976681,0.77,6,Premium Customers
0.5318148799309379,0.28,5,Budget-Conscious
0.2783749355174919,0.24,5,Budget-Conscious
0.8065840588712139,0.15,2,High-Income Savers
0.3329981997536504,0.13,5,Budget-Conscious
0.4746281070041163,0.84,4,Active Spenders
0.8531483255603398,0.78,6,Premium Customers
0.2822596776400981,0.27,5,Budget-Conscious
0.9101929737753588,0.94,6,Premium Customers
0.4964679377177929,0.86,4,Active Spenders
0.7442228936591323,0.03,2,High-Income Savers
0.357280469959047,0.55,0,Budget Moderates
0.9293587543558592,0.62,3,Affluent Moderates
0.7124185414846241,0.56,3,Affluent Moderates
0.6791403034099402,0.5700000000000001,1,Mid-Market Moderates
0.5678619179466664,0.03,5,Budget-Conscious
0.418641498310295,0.04,5,Budget-Conscious
0.3336193373830103,0.59,0,Budget Moderates
0.8225230821059724,0.54,3,Affluent Moderates
0.357280469959047,0.41,0,Budget Moderates
0.8420310147704423,0.5700000000000001,3,Affluent Moderates
0.5458957541558318,0.5,1,Mid-Market Moderates
0.340641350921705,0.84,7,High-Engagement Budget
0.4759282849232,0.55,1,Mid-Market Moderates
0.9006495625717204,0.34,3,Affluent Moderates
0.9859507090443956,0.85,6,Premium Customers
0.7356690915598977,0.46,3,Affluent Moderates
0.4802025540337098,0.56,1,Mid-Market Moderates
0.7576194637160875,0.3,2,High-Income Savers
0.4862033751987114,0.14,5,Budget-Conscious
0.9213945066166948,0.25,2,High-Income Savers
0.775374524934991,0.93,6,Premium Customers
0.6279596155263352,0.49,1,Mid-Market Moderates
0.6648594018128796,0.44,1,Mid-Market Moderates
0.5297935506964111,0.49,1,Mid-Market Moderates
0.8878214913619759,0.16,2,High-Income Savers
0.5547653889479612,0.42,1,Mid-Market Moderates
0.922120921810353,0.43,3,Affluent Moderates
0.8686399191468306,0.12,2,High-Income Savers
0.3590596607956878,0.26,5,Budget-Conscious
0.3398991440934022,0.71,7,High-Engagement Budget
0.4873877477970669,0.99,4,Active Spenders
0.3670502279259267,0.97,7,High-Engagement Budget
0.8253392569509511,0.5700000000000001,3,Affluent Moderates
0.2992409487614094,0.41,0,Budget Moderates
0.7814227210039268,0.55,3,Affluent Moderates
0.7928400728520745,0.32,2,High-Income Savers
0.5277616937054544,0.1,5,Budget-Conscious
0.5784738964279322,0.56,1,Mid-Market Moderates
0.8037099813658711,0.24,2,High-Income Savers
0.7041226694179203,0.8300000000000001,4,Active Spenders
0.3036047038015728,0.99,7,High-Engagement Budget
0.5914388284712645,0.27,5,Budget-Conscious
0.3887110867802962,0.52,1,Mid-Market Moderates
0.4712802804594312,0.42,1,Mid-Market Moderates
0.6216219061555791,1.0,4,Active Spenders
0.7592723214755703,0.49,3,Affluent Moderates
0.741554107404171,0.9,6,Premium Customers
0.4047290681882783,0.26,5,Budget-Conscious
0.6139998105003842,0.88,4,Active Spenders
0.7528451261751608,0.03,2,High-Income Savers
0.7668365144704011,0.91,6,Premium Customers
0.3389832292840072,0.07,5,Budget-Conscious
0.5501384399970523,0.4,1,Mid-Market Moderates
0.3767041805720783,0.68,7,High-Engagement Budget
0.6459147041174055,0.64,1,Mid-Market Moderates
0.2723162116921263,0.96,7,High-Engagement Budget
0.726873151062777,0.63,3,Affluent Moderates
0.7752534557360481,0.51,3,Affluent Moderates
0.9861296809037026,0.62,3,Affluent Moderates
0.684156779348753,0.97,4,Active Spenders
0.7957720530177813,0.55,3,Affluent Moderates
0.3914114563045469,0.6,1,Mid-Market Moderates
0.4419183677766431,0.8200000000000001,4,Active Spenders
0.3312295366734395,0.24,5,Budget-Conscious
0.343504900670618,0.93,7,High-Engagement Budget
0.9925410845694672,0.04,2,High-Income Savers
0.8621337656731973,0.84,6,Premium Customers
0.5702990935601714,0.97,4,Active Spenders
0.8209070714939939,0.21,2,High-Income Savers
0.9636634486824512,0.29,2,High-Income Savers
0.6532683419836398,0.2,2,High-Income Savers
0.7198195542547927,0.03,2,High-Income Savers
0.9974943939697012,0.18,2,High-Income Savers
